feature_id,area,feature_name,user_story,expected_behaviour,how_to_test,spec_ref,code_ref,status,error_notes,fix_ref,retest_status
codex-resume-env-preservation-provenance-based,codex,"Codex resume preserves CODEX_HOME based on discovery-time provenance, not a fresh env read","As a Codex user, I want resume's env override on Resume to reflect the root that actually discovered the session, even if CODEX_HOME changes between discovery and resume.","`resume_spec` derives the override from `session.key.effective_root` (captured at discovery time), not `std::env::var_os(ENV_CODEX_HOME)` freshly, only adding it when `!is_default_root(discovered_root, default_home)` (src/integration/codex/resume.rs (is_default_root), doc comment 'The override is derived from the session's provenance...').","Discover a Codex session with CODEX_HOME=/custom, then unset/change CODEX_HOME before selecting and resuming it; confirm the resumed process still receives CODEX_HOME=/custom (the discovery-time root), not the changed/absent value.",§2 Agent profiles and roots,src/integration/codex/resume.rs:51 (is_default_root); src/integration/codex/resume.rs:17 (resume_spec),Pass,,,Pass
codex-per-file-error-isolation,codex,"A malformed Codex rollout file produces an isolated Error entry, never aborts discovery of other rollouts","As a Codex user, I want one corrupted rollout file to be reported and skipped, not to break discovery of all my other sessions.","`discover_with_filter` wraps each file's `parse_rollout_file` result in `DiscoveredSession::Session` or `DiscoveredSession::Error { path, error }`, continuing to the next file regardless (src/integration/codex/discover.rs (DiscoveredSession enum), match arm); `discover_codex` in app.rs converts `Error` variants into diagnostics without stopping the loop (src/app.rs).",Place one intentionally-corrupt rollout JSONL alongside several valid ones under CODEX_HOME/sessions and confirm `resume --list --agent codex` still lists the valid sessions while reporting a codex diagnostic for the corrupt one.,§7 Diagnostics,src/integration/codex/discover.rs:316 (DiscoveredSession); src/integration/codex/discover.rs:107 (discover_with_filter); src/app.rs:658 (discover_codex),Pass,,,Pass
codex-sqlite-enrichment-off-by-default,codex,Codex SQLite enrichment is compiled out by default; a plain build never links SQLite,"As a user who never wants an extra native dependency, I want resume's default build to never touch state_5.sqlite at all.","`Cargo.toml`'s `[features] default = []` means `codex-sqlite` (which gates `dep:rusqlite`) is off by default (Cargo.toml `[features]` block); the non-feature `sqlite` shim module (`src/integration/codex/mod.rs` bottom, `#[cfg(not(feature = ""codex-sqlite""))]`) provides a no-op `enrich()` that always returns `SqliteOutcome::Absent`.","Run `cargo build --locked` (default features) and confirm the resulting binary has no dynamic/static link to sqlite (e.g. via `otool -L`/`ldd`, or by confirming `rusqlite` doesn't appear in `cargo tree`).",§2 Agent profiles and roots,src/integration/codex/mod.rs:62 (sqlite); src/integration/codex/mod.rs:65 (sqlite),Pass,,,Pass
codex-sqlite-enrichment-title-activity,codex,"Codex SQLite enrichment (feature-gated) can fill missing title and activity time, never overriding JSONL identity","As a Codex user who has enabled the codex-sqlite feature, I want richer titles/activity timestamps for sessions whose rollout JSONL alone yields no usable title, sourced from Codex's own state_5.sqlite cache.","`apply_rows` (src/integration/codex/sqlite.rs (apply_rows, title enrich)) only sets `session.sqlite_title` when `session.user_messages.is_empty()` and a matching row has a non-empty title, and always treats `activity_time`/`archived` as additive/enrich-only; `derive_title` in mod.rs only falls back to `sqlite_title` when the JSONL-derived summary is `None` (src/integration/codex/discover.rs (derive_title)).","Build with `--features codex-sqlite`, craft a rollout with no usable user messages but a matching state_5.sqlite row with a title, and confirm the picker/--list title reflects the DB title only in that fallback case, never overriding a JSONL-derivable title.",§3 Titles and summaries,src/integration/codex/sqlite.rs:539 (apply_rows); src/integration/codex/discover.rs:783 (derive_title); src/integration/codex/sqlite.rs:136 (enrich),Pass,,,Pass
codex-sqlite-precedence-conflict-diagnostic,codex,"Codex SQLite row disagreeing on id/cwd is dropped with a diagnostic, never overrides JSONL identity","As a Codex user, I want a corrupted or stale state_5.sqlite row that disagrees with the rollout's real id/cwd to be ignored for identity purposes, with a diagnostic so I can notice the inconsistency.","`apply_rows` checks `row.id` against `session.id` and `row.cwd` against `session.cwd`; on any disagreement it pushes a `codex_sqlite_id_mismatch`/`codex_sqlite_workspace_mismatch` diagnostic and `continue`s without enriching that session (src/integration/codex/sqlite.rs (id check, cwd check)).","Build with `--features codex-sqlite`, craft a state_5.sqlite row whose id or cwd disagrees with a matching rollout's session_meta, and confirm (a) the session's JSONL-derived identity/workspace are unaffected and (b) a mismatch diagnostic appears with --verbose.",§7 Diagnostics,src/integration/codex/sqlite.rs:539 (apply_rows); src/integration/codex/sqlite.rs:699 (diagnostic),Pass,,,Pass
codex-sqlite-db-absent-degrades-silently,codex,Codex SQLite enrichment degrades silently (Absent) when the DB file doesn't exist,"As a Codex user without a state_5.sqlite file (e.g. a fresh Codex install), I want discovery to work identically to the non-enriched path with no warning noise.","`enrich()` returns `SqliteOutcome::Absent` immediately when `!db_path.is_file()` (src/integration/codex/sqlite.rs); `SqliteOutcome::summary()` returns `None` for `Absent`, so no warning is surfaced (src/integration/codex/sqlite.rs).","Build with `--features codex-sqlite`, ensure no state_5.sqlite exists under CODEX_HOME, run `resume --list --agent codex`, and confirm output is byte-for-byte identical to the same run without the feature enabled, with no enrichment-related diagnostic.",§3 Titles and summaries,src/integration/codex/sqlite.rs:72 (SqliteOutcome); src/integration/codex/sqlite.rs:136 (enrich),Pass,,,Pass
codex-sqlite-db-corrupt-degrades-silently,codex,Codex SQLite enrichment degrades to Degraded{corrupt/locked/unsupported_schema} without blocking discovery,"As a Codex user whose state_5.sqlite happens to be corrupted, locked, or has an unrecognized schema, I want Codex session discovery to keep working via JSONL, with at most a coarse warning, never a crash or blocked discovery.","`enrich()` classifies `open_readonly`/`detect_schema`/`read_rows` failures into `SqliteOutcome::Degraded { category: ""locked""|""corrupt""|""unreadable""|""schema_unreadable""|""unsupported_schema""|""query_failed"" }`, always falling back to unmodified JSONL-derived sessions (src/integration/codex/sqlite.rs); `SqliteOutcome::summary()` renders a `codex_sqlite_degraded: <category> (falling back to JSONL)` line for Degraded outcomes (src/integration/codex/sqlite.rs).","Build with `--features codex-sqlite`, write a garbage (non-SQLite) file at state_5.sqlite's path, run `resume --list --agent codex`, and confirm Codex sessions still discover correctly from JSONL with no crash (verify the degraded summary is at least computed, even if app.rs doesn't yet surface `SqliteOutcome::summary()` as a diagnostic — check whether app.rs's discover_codex actually surfaces this summary).",§5 Search,src/integration/codex/sqlite.rs:205 (open_readonly); src/integration/codex/sqlite.rs:310 (detect_schema),Pass,,,Pass
codex-sqlite-readonly-open,codex,"Codex SQLite is always opened read-only via a URI with mode=ro, never immutable=1 on a live DB","As a Codex user, I want resume to never risk corrupting or interfering with Codex's own concurrently-written state_5.sqlite.","`open_readonly` builds `file:<path>?mode=ro` and opens with `SQLITE_OPEN_READ_ONLY | SQLITE_OPEN_URI | SQLITE_OPEN_NO_MUTEX`, explicitly never `immutable=1` on a live WAL DB (documented rationale at src/integration/codex/sqlite.rs (mode=ro URI, flags)); a `assert_readonly` test helper confirms a write attempt (`CREATE TABLE`) fails on the opened connection (src/integration/codex/sqlite.rs (assert_readonly)).","Build with `--features codex-sqlite` and run the crate's own `assert_readonly`-backed test suite (`cargo test --features codex-sqlite`), or independently open the same DB file with the same URI/flags and attempt a write, confirming it's rejected.",§2 Agent profiles and roots,src/integration/codex/sqlite.rs:713 (assert_readonly); src/integration/codex/sqlite.rs:205 (open_readonly),Pass,,,Pass
omp-base-root-resolution,omp,OMP base config root resolution: PI_CONFIG_DIR overrides default ~/.omp,"As an OMP user with a nondefault base config directory, I want resume to discover sessions relative to PI_CONFIG_DIR when set.","`config_root` returns `inputs.config_dir_env.clone()` when set, else `home.join("".omp"")` (src/integration/omp/roots.rs (fn config_root)).",Set PI_CONFIG_DIR to a custom directory containing omp agent fixtures and confirm `resume --list --agent omp` discovers sessions there.,§2 Agent profiles and roots,src/integration/omp/roots.rs:189 (config_root),Pass,,,Pass
omp-profile-selection-precedence,omp,OMP profile selection precedence: internal profile_flag input > OMP_PROFILE > PI_PROFILE (no CLI --profile flag exists),"As an OMP user with multiple named profiles, I want resume to select the profile using the same precedence OMP itself uses, understanding that today only OMP_PROFILE/PI_PROFILE env vars are reachable — there is no `resume --profile` command-line flag.","`select_profile` checks `inputs.profile_flag`, then `inputs.omp_profile_env` (OMP_PROFILE), then `inputs.pi_profile_env` (PI_PROFILE), each requiring a non-whitespace-only value, defaulting to `ProfileSelection::Default` (src/integration/omp/roots.rs). `profile_flag` is a real, tested field on `ResolutionInputs`, but `ResolutionInputs::from_env()` always sets it to `None` (src/integration/omp/roots.rs) and `src/cli.rs` has no `--profile` argument anywhere (0 grep matches) — so in the actual `resume` binary, only the OMP_PROFILE > PI_PROFILE env-var precedence is ever reachable; `profile_flag` exists solely for internal precedence testing.","Run `resume --json --agent omp --profile x` and confirm clap rejects it as an unknown argument (exit 2). The env precedence is not observable through discovery -- `discover_omp` force-resolves the unprofiled default and enumerates every `profiles/<name>` directory regardless of what OMP_PROFILE/PI_PROFILE selected, so the discovered set is identical with and without them; confirm that invariance, and read the order itself off the designated `select_profile` unit tests (integration::omp::tests::roots::profile_flag_beats_omp_and_pi_profile_env and its two siblings).",§2 Agent profiles and roots,src/integration/omp/roots.rs:79 (ResolutionInputs); src/integration/omp/roots.rs:127 (select_profile),Pass,,,Pass
omp-all-profiles-discovered,omp,OMP discovery enumerates the default profile plus every named profile under profiles/,"As an OMP user with several named profiles, I want `resume --list` to surface sessions from all of them at once, not just whichever one is currently selected by env vars.","`discover_omp` in app.rs starts with `base_roots` (default/env-selected profile) then reads `base_roots.config_root.join(PROFILES_DIR_NAME)` and resolves an additional `EffectiveRoots` for every named-profile subdirectory found, deduping by `profile` (src/app.rs (fn discover_omp, enumeration loop)).","Create session fixtures under both the default OMP profile and two named profiles (`profiles/work`, `profiles/personal`), run `resume --list --agent omp`, and confirm sessions from all three appear, each tagged with the correct profile in the agent[profile] display.",§2 Agent profiles and roots,src/app.rs:730 (discover_omp); tests/step9_app.rs:134 (fixtures); tests/step9_app.rs:918 (omp_profile_env_selecting_a_named_profile_does_not_suppress_the_default),Pass,,,Pass
omp-named-profile-ignores-pi-coding-agent-dir,omp,Named OMP profiles deliberately ignore PI_CODING_AGENT_DIR and XDG_DATA_HOME overrides,"As an OMP user, I want named-profile agent roots to always be `<config-root>/profiles/<name>/agent`, unaffected by env vars that only apply to the unprofiled default.","`agent_root` for `ProfileSelection::Named(name)` always returns `config_root.join(PROFILES_DIR_NAME).join(name).join(PROFILE_AGENT_DIR_NAME)`, explicitly bypassing the `PI_CODING_AGENT_DIR`/`XDG_DATA_HOME` branches that only apply to `ProfileSelection::Default` (src/integration/omp/roots.rs (fn agent_root, Named branch)), module doc comment: 'named profiles deliberately ignore it.'","Set PI_CODING_AGENT_DIR to some other directory while also having a named OMP profile 'work'; confirm the 'work' profile's sessions are still discovered from `<config-root>/profiles/work/agent`, unaffected by PI_CODING_AGENT_DIR.",§2 Agent profiles and roots,src/integration/omp/roots.rs:200 (agent_root); src/integration/omp/roots.rs:34 (ProfileSelection),Pass,,,Pass
omp-default-profile-agent-root-honors-pi-coding-agent-dir,omp,Default (unprofiled) OMP agent root honors PI_CODING_AGENT_DIR before its own XDG_DATA_HOME/config-root path — deliberately overlapping Pi's root,"As a user who runs both Pi and OMP and has set PI_CODING_AGENT_DIR to a custom location for Pi, I want to understand that OMP's *default profile* will also read sessions from that same directory (since OMP shares Pi's session format by convention), while a *named* OMP profile stays fully isolated from it.","`agent_root`'s `ProfileSelection::Default` arm checks `inputs.agent_dir_env` (`PI_CODING_AGENT_DIR`) first and returns it directly if set, falling back to `XDG_DATA_HOME` then `<config-root>/agent` only when unset (src/integration/omp/roots.rs (fn agent_root, Default branch)); module doc explicitly states this is intentional (src/integration/omp/mod.rs: '`PI_CODING_AGENT_DIR` overrides only the unprofiled agent root'). Distinct from `omp-named-profile-ignores-pi-coding-agent-dir`, which covers the opposite (named-profile isolation) case.","Set PI_CODING_AGENT_DIR to a directory containing only Pi fixtures (no dedicated OMP fixture); run `resume --json --agent omp` with no profile selected and confirm the reported OMP session's id/title match the Pi fixture's content, not any separate `<config-root>/agent` fixture, because the unprofiled OMP root resolved to the same directory as Pi's.",§2 Agent profiles and roots,src/integration/omp/roots.rs:200 (agent_root); src/integration/omp/roots.rs:34 (ProfileSelection); src/integration/omp/mod.rs:70 (roots),Pass,,,Pass
omp-title-sidecar-before-header,omp,"OMP parses a title sidecar record that may precede the v3 session header, without assuming header position","As an OMP user, I want resume to correctly read my session's title even though OMP writes a padded title record before the actual session header, unlike Pi's header-first assumption.","`find_session_header` scans all records for `type == ""session""` rather than assuming position 0 (src/integration/omp/format.rs (find_session_header), module doc 'we must not reuse Pi's header-position assumptions'); `extract_session` processes `type == ""title""` sidecar records via `TitleState::set` regardless of their position relative to the header (src/integration/omp/mod.rs (extract_session)).","Create an OMP session fixture with a `{type:""title"", v:1, title:""my title""}` record appearing before the `{type:""session"",...}` header record, and confirm the discovered title is 'my title'.",§3 Titles and summaries,src/integration/omp/format.rs:270 (find_session_header); src/integration/omp/format.rs:157 (extract_session); src/integration/omp/mod.rs:68 (format),Pass,,,Pass
omp-title-change-latest-wins,omp,OMP title_change records update the effective title; the latest non-empty title wins,"As an OMP user who renamed a session mid-conversation, I want the picker to show my most recent title, not the original one.","`TitleState::set` only overwrites `current` when the new title is non-empty after trim, and records are processed in file order so a later `title_change` naturally overrides an earlier title/header value (src/integration/omp/format.rs (TitleState::set), (record-order processing in extract_session)).","Create an OMP fixture with an initial header title, followed by a `title_change` record with a different title; confirm the discovered/displayed title is the title_change value, not the original header title.",§3 Titles and summaries,src/integration/omp/format.rs:140 (TitleState); src/integration/omp/format.rs:157 (extract_session),Pass,,,Pass
omp-attribution-filters-injected-messages,omp,OMP excludes agent/system/tool-attributed messages from the human user-message set,"As an OMP user, I want resume's title/preview summary to be based only on things I actually typed, not on agent-injected or automated content mislabeled with role=user.","`is_user_attributed` inspects `attribution.source`/`source`/`meta.source` across record and message_obj, rejecting values `agent|assistant|system|tool|injected|auto|automated`, plus explicit boolean `injected`/`automated` flags (src/integration/omp/format.rs (fn is_user_attributed); call site at format.rs); only messages passing this check are added to `messages` in `extract_session` (src/integration/omp/mod.rs... actual call site near 'is_user_attributed(record, message_obj)').","Create an OMP fixture with a `message.role=""user""` record whose `attribution.source` is `""agent""`, and confirm that message never appears in the derived title/summary, unlike a genuinely user-attributed message.",§2 Agent profiles and roots,src/integration/omp/format.rs:281 (is_user_attributed); src/integration/omp/format.rs:157 (extract_session); src/integration/omp/mod.rs:68 (format),Pass,,,Pass
omp-import-badge-safe,omp,"OMP import metadata is exposed only as a safe badge (source kind + short origin id prefix), never the origin path/remote in full","As an OMP user with sessions imported from Codex/Claude, I want to see that a session was imported and from where in coarse terms, without exposing the full origin session ID or path as a resumable locator.","`ImportBadge::to_display` builds `""imported from {source_kind}""` plus, if present, `""origin:<first 8 chars of origin_id>""` — never the full ID, never `origin_cwd` in the display, and the badge is explicitly documented as never merged with the origin session (src/integration/omp/format.rs (ImportBadge::to_display); struct at; parse_import at, module doc 'Imported Sessions').","Create an OMP fixture with a `foreign_session_import` custom entry with a long `origin_id` and `origin_cwd`; confirm any surfaced import badge shows only the source kind and an 8-character id prefix, never the full id or cwd.",§2 Agent profiles and roots,src/integration/omp/format.rs:35 (to_display); src/integration/omp/format.rs:23 (ImportBadge),Pass,,,Pass
omp-resume-spec-default-profile,omp,OMP default-profile Resume spec is exactly `omp --resume <id>`,"As an OMP user on the default profile, I want resume's exact resume command to match OMP's own resume mechanism precisely.","`resume_spec` for `ProfileSelection::Default` (no `--profile` prefix pushed) builds argv `[""--resume"", id]`, adding `[""--session-dir"", root]` only for a custom session root (src/integration/omp/resume.rs (resume_spec)).",Resume a default-profile OMP session with a fake `omp` executable that echoes argv and confirm it receives exactly `--resume <id>`.,§2 Agent profiles and roots,src/integration/omp/resume.rs:12 (resume_spec),Pass,,,Pass
omp-resume-spec-named-profile,omp,OMP named-profile Resume spec is exactly `omp --profile <name> --resume <id>`,"As an OMP user on a named profile, I want the resume command to explicitly select that profile so I land back in the right isolated OMP context.","`resume_spec` prepends `[""--profile"", name]` before `[""--resume"", id]` when `roots.profile` is `ProfileSelection::Named(name)` (src/integration/omp/resume.rs (Named arm)).",Resume a named-profile ('work') OMP session with a fake `omp` executable and confirm argv is exactly `--profile work --resume <id>`.,§2 Agent profiles and roots,src/integration/omp/resume.rs:12 (resume_spec),Pass,,,Pass
omp-resume-env-config-dir-propagated-only-when-overridden,omp,OMP resume propagates PI_CONFIG_DIR only when it was explicitly set (default root inherited),"As an OMP user, I want the resumed omp process to resolve the same config/profile root that discovery used whenever I've explicitly customized PI_CONFIG_DIR, but I don't want resume to inject a redundant PI_CONFIG_DIR override for the plain default ~/.omp root, matching how Claude Code and Codex only override their respective env vars for a nondefault root.","`resume_env` (src/integration/omp/resume.rs) returns an empty environment override when `EffectiveRoots.config_root_overridden` is false (the plain ~/.omp default was used), and propagates `PI_CONFIG_DIR = roots.config_root` only when `config_root_overridden` is true (an explicit PI_CONFIG_DIR was set at discovery time), for both default and named profiles. This matches Claude's `resume_spec` (only adds CLAUDE_CONFIG_DIR when nondefault) and Codex's `resume_spec` (only adds CODEX_HOME when !is_default_root), closing the asymmetry originally found in QA Phase 2. Regression-tested by `resume_spec_omits_default_config_root_env` and `resume_spec_preserves_explicit_config_root_env` (src/integration/omp/tests.rs).","Resume a default-profile OMP session with a fake omp binary dumping env, using an isolated HOME where PI_CONFIG_DIR was never explicitly set, and confirm PI_CONFIG_DIR is absent from the child environment. Separately resume with PI_CONFIG_DIR explicitly set at discovery time and confirm it IS propagated. Repeat for a named profile.",§2 Agent profiles and roots,src/integration/omp/resume.rs:12 (resume_spec); src/integration/omp/resume.rs:41 (resume_env); src/integration/omp/tests/mod.rs:309 (resume),Pass,,,Pass
omp-activity-triple-correlation,omp,OMP Active status requires a genuine two-stage positive-evidence pipeline with a real staleness gate (M3 fix),"As an OMP user, I want resume to only claim Active when it has strong, multi-signal evidence (not just a leftover breadcrumb file from a closed terminal).","OMP Active is a two-stage positive-evidence pipeline. Stage 1 (`correlate_live_with`, src/integration/omp/activity.rs): for each terminal breadcrumb it requires (a) a live OMP process on that TTY via `ProcessTable::live_on_tty`, (b) a breadcrumb `recorded_at` (file mtime), and (c) a FRESHNESS GATE — `fresh = recorded_at >= process.started_at` when the process start time is known (activity.rs); when `started_at` is unavailable it falls back to a 12h window (`now - recorded_at <= BREADCRUMB_FRESHNESS`) AND emits an `OMP_BREADCRUMB_START_TIME_UNAVAILABLE` diagnostic so the unknown is visible, never silent. A breadcrumb older than the recycled-TTY process, or older than 12h with no start time, is REJECTED before any evidence is recorded. Stage 2 (`activity_status`/`ActivityEvidence::matches`, activity.rs): only evidence produced by stage 1 (live_process=true, tty=Some, breadcrumb_alive=true, matching canonical session path) maps to Active; everything else is Unknown. A stale breadcrumb alone can NEVER reach Active because stage 1 never emits evidence for it.","Feed `correlate_live_with` a breadcrumb whose `recorded_at` is older than the live process `started_at` and assert the evidence map is empty (`correlate_live_rejects_breadcrumb_older_than_recycled_tty_process`, src/integration/omp/tests/activity.rs). Feed a process with `started_at=None` and a breadcrumb just inside/exactly at the 12h `BREADCRUMB_FRESHNESS` boundary and assert Active + one `OMP_BREADCRUMB_START_TIME_UNAVAILABLE` diagnostic; push `recorded_at` 1s past the boundary and assert empty (`missing_process_start_time_uses_twelve_hour_freshness_fallback`, activity.rs). Also assert full positive evidence -> Active and any single missing signal -> Unknown (`correlate_live_requires_process_tty_breadcrumb_and_existing_transcript`; `activity_active_only_with_live_process_tty_and_matching_breadcrumb`).",§6 Active Sessions,src/integration/omp/activity.rs:173 (correlate_live_with); src/integration/omp/activity.rs:19 (activity_status); src/integration/omp/tests/activity.rs:37 (correlate_live_requires_process_tty_breadcrumb_and_existing_transcript),Pass,,,Pass
omp-header-cwd-scope-filtering,omp,"OMP discovery filters sessions by authoritative header cwd against Scope, never directory layout","As an OMP user, I want scope filtering based on the real recorded working directory in each session, consistent with the other integrations.","`discover()` (omp) applies `config.scope.contains_workspace(workspace) (discover.rs)` against `parsed.workspace` from the header `cwd`, incrementing `outcome.out_of_scope` when excluded (src/integration/omp/discover.rs (fn discover, scope filter)), mirroring pi's approach.","Place OMP session fixtures with different header cwd values and confirm Scope filtering (e.g. --up/--down) follows only the header cwd, not the storage directory structure.",§2 Agent profiles and roots,src/integration/omp/discover.rs:84 (discover),Pass,,,Pass
safety-no-machine-wide-scan,safety,resume never performs a machine-wide scan; only known integration roots + Scope filtering,"As a user, I want assurance that resume only looks at the specific, documented session-storage locations for enabled agents, never crawling arbitrary parts of my filesystem.","Each integration's discovery starts from a resolved, documented root (`~/.pi/agent`, `~/.claude`, `~/.codex`, `~/.omp` or their env overrides) and only recurses within that root's `.jsonl` files (e.g. `collect_jsonl` in src/integration/pi/discover.rs and src/integration/omp/discover.rs, `list_rollout_files_into` in src/integration/codex/discover.rs, `collect_candidates` in src/integration/claude/discover.rs); README.md states this explicitly ('It does not recursively search the machine...').","Run `resume --verbose --list` under `strace`/`dtruss`/`fs_usage` (platform-appropriate) and confirm all directory reads are confined to the resolved agent roots and their subdirectories, never an unrelated filesystem-wide walk.",§5 Search,src/integration/claude/discover.rs:41 (discover); src/integration/codex/discover.rs:80 (discover); src/integration/omp/discover.rs:84 (discover),Blocked,"SKIPPED: syscall tracing needs dtruss/fs_usage under sudo, which a QA run must not require; the read-only claim is covered by safety-no-write-mutation-during-discovery","N/A -- Blocked, not failed: syscall tracing needs dtruss/fs_usage under sudo",Blocked
safety-no-write-mutation-during-discovery,safety,"Discovery and Preview never modify session files, mtimes, or directory entries","As a user, I want resume's read-only discovery/preview to never risk corrupting or altering my agent's session history.","All discovery reads go through `jsonl::read_file_confined`/`open_for_read` (src/preview/jsonl.rs /), which opens files for read only (`fs::File::open`, never `OpenOptions::write`); `src/preview/snapshot.rs`'s `DirSnapshot` helpers (DirSnapshot at, snapshot_dir, diff_snapshots/assert_unchanged) exist specifically to regression-test byte/mtime/entry immutability before and after discovery in the integration test suites.","Snapshot a fixture agent root's file bytes/mtimes/directory entries (e.g. via `snapshot_dir`), run `resume --list`/`resume --json` against it, re-snapshot, and confirm the two snapshots are identical.",§5 Preview,src/preview/snapshot.rs:19 (DirSnapshot); src/preview/jsonl.rs:94 (open_for_read); src/preview/jsonl.rs:251 (read_file_confined),Pass,,,Pass
safety-symlink-confinement,safety,Session-file symlinks are confined to the effective configured root; cross-boundary symlinks are rejected,"As a user, I want a maliciously or accidentally planted symlink inside an agent's session directory pointing outside that root to never be silently followed and surfaced as a 'resumable session'.","`jsonl::open_for_read` canonicalizes the target path and rejects it via `io::Error::other(...)` when `!resolved.starts_with(root)` (src/preview/jsonl.rs (open_for_read: doc, fn, canonicalize, cross-boundary guard, rejects via io::Error::other)); all four integrations now route production reads through `read_file_confined` with their real effective root, per docs/review/round-2-sonnet-verification.md's verification of the round-1 finding #1 fix (originally flagged in docs/review/round-1-sonnet.md finding #1).","Create a symlink inside e.g. CODEX_HOME/sessions pointing to a file outside CODEX_HOME (a different tempdir), run `resume --list --agent codex`, and confirm the symlinked file's content never surfaces as a session, with a diagnostic reflecting the rejection.",§5 Preview,src/preview/jsonl.rs:94 (open_for_read); src/preview/jsonl.rs:251 (read_file_confined),Pass,,,Pass
safety-attachments-never-base64,safety,"Attachments are represented by safe placeholders, never raw base64/pixel/file data","As a user, I want images/files referenced in my sessions to never have their raw bytes echoed into the picker preview, list output, or JSON.","`Attachment::Image`/`Attachment::File` variants carry only `media_type`/`filename` metadata and a static placeholder note (`[image]`/`[file]`), never a data field; `Attachment::to_display` never emits base64, regression-tested by `image_attachment_uses_placeholder_not_base64` and `extract_array_with_text_and_image_blocks`'s comment 'The base64 data is never stored in the attachment' (src/preview/message.rs (Attachment enum, to_display, base64-never comment)).","Craft a session fixture with an image attachment carrying a large base64 `data` field, and confirm neither `--json` nor the preview pane ever contains that base64 string.",§5 Preview,src/preview/message.rs:20 (Attachment); src/preview/message.rs:56 (to_display),Pass,,,Pass
safety-injection-collapses-known-wrappers-only,safety,"Injection filtering collapses only known, complete wrapper tags, never arbitrary user XML/HTML","As a user, I want my own genuine code or markup containing XML/HTML-like tags to survive display unmangled, while known agent-injected wrappers (like <skill>) are stripped.","`collapse_known_injections` only touches tags in `KNOWN_WRAPPERS` (`[""skill""]`) and only when fully matched (open+close present); unknown tags, attributed tags (`<skill id=""x"">`), and incomplete pairs are left untouched (src/preview/injection.rs (KNOWN_WRAPPERS, collapse_known_injections, tests at,102,108,126,131) e.g. `preserves_genuine_xml_tags`, `preserves_unknown_xml_wrappers`, `does_not_match_tag_with_attributes`).",Feed a message containing `<root><child>value</child></root>` alongside a genuine `<skill>injected</skill>` wrapper and confirm only the skill wrapper collapses while the root/child XML is preserved verbatim in the displayed title/preview.,§5 Preview,src/preview/injection.rs:24 (collapse_known_injections); src/preview/injection.rs:13 (KNOWN_WRAPPERS),Pass,,,Pass
safety-terminal-control-stripping,safety,"All rendered text (rows, preview, titles) is stripped of ANSI/CSI/OSC/C1/bidi control sequences","As a user, I want a session containing malicious ANSI escape sequences (e.g. a fake OSC 8 hyperlink, terminal title hijack, or bidi-override filename spoofing) in its content to never be able to manipulate my terminal when displayed.","`text::strip_terminal_controls`/`text::normalize` remove ESC-led CSI/OSC/DCS/SOS/PM/APC sequences, C0/C1 controls, DEL, and bidi/invisible Unicode controls while preserving ordinary Unicode; the picker's `sanitize_for_display` applies the equivalent stripping before any `AnsiString`/`ItemPreview::Text` construction (src/preview/text.rs (normalize, strip_terminal_controls); src/picker.rs `sanitize_for_display` (applied at //)); adversarial test `no_output_can_contain_escape_byte` asserts across many attack strings and both Normalized/Raw modes that no ESC or BEL byte ever survives (src/preview/text.rs, `no_output_can_contain_escape_byte` test).","Craft a session title containing an OSC 8 hyperlink payload, a terminal-title-set OSC 0 sequence, and a bidi-override character; run `resume --list`/open the picker preview and confirm none of these sequences execute or alter the terminal (e.g. capture raw stdout bytes and grep for ESC 0x1b).",§5 Preview,src/picker.rs:84 (text); src/picker.rs:765 (sanitize_for_display); src/preview/text.rs:447 (no_output_can_contain_escape_byte),Pass,,,Pass
safety-preview-cache-in-memory-only,safety,"Preview cache is process-only in-memory (bounded LRU), with no persistent disk cache","As a user, I want no on-disk cache file that could leak session preview content to other users or processes on the same machine after resume exits.","`PreviewCache` is a `Mutex`-guarded in-memory `HashMap` bounded to 64 MiB total / 16 MiB per item with LRU eviction, with no file-backed persistence anywhere in `src/preview/mod.rs (PreviewCache, MAX_CACHE_BYTES=64MiB, MAX_ITEM_BYTES=16MiB, LRU eviction)`; README.md states 'There is no persistent Preview cache and no machine-wide scan.'","Run resume interactively, open several previews, exit, and confirm (e.g. via `lsof`/filesystem search) no cache file was written anywhere on disk for preview content.",§5 Preview,src/preview/mod.rs:90 (PreviewCache); src/preview/mod.rs:223 (item),Pass,,,Pass
doccheck-branch-column-unpopulated,docs,"RESOLVED VIA CODE: BRANCH column now shows the real Git branch, no longer a hardcoded '-' placeholder","As a QA reader relying on this row's prior claim, I want to know that the BRANCH column gap it tracked has since been closed by an actual feature (real git-branch resolution), not just a documentation update, so this row doesn't mislead a future reader into thinking BRANCH is still inert.","RESOLVED via code fix, superseding this row's original text. The original claim (`let branch = ""-"";` hardcoded at src/app.rs) is now FALSE: `picker_candidate` calls `branch_label(session.workspace.workspace())` (src/app.rs), which runs `git -C <workspace> symbolic-ref --quiet --short HEAD` and renders the real branch name, `detached`, or `no-branch` (src/app.rs, commits 3877fe1 and 70ab07f). See `picker-row-branch-placeholder` for the current live-behavior row; this doccheck row is kept only as a historical record that the gap it flagged is now closed.","Run `resume --list` on a session inside a non-default git branch and confirm the BRANCH column shows that real branch name, not '-'.",§4 Default Scope,src/app.rs:937 (picker_candidate); src/app.rs:1064 (branch_label),Pass,,,Pass
